query,pos_similar,neg_similar
Các giai_đoạn quá_trình hô_hấp, ,"Các giai_đoạn của quá_trình quang_hợp là 
 A. Quang_hợp ánh_sáng . 
 B. Quang_hợp xanh sáng . 
 C. Quang_hợp tối . 
 D. Quang_hợp mặt_trời ."
X ( x - 2 ) - x ( 2 - x ) - 2x ^ 2 với x = 1 / 2,X ( 2 - x ) - x ( x - 2 ) - 2x ^ 2 với x = 1 / 2, 
"Có bao_nhiêu số_nguyên x thỏa_mãn 3 ≤ | x + 10 | < 7 ? 
 A. 1 
 B. 2 
 C. 8 
 D. 0", ,"Có bao_nhiêu số_nguyên x thỏa_mãn 3 ≤ cos ( | x + 10 | ) < 7 ? 
 A. 1 
 B. 2 
 C. 8 
 D. 0"
"Tính_chất nào sau đây là tính_chất chung của các hợp_chất : Fe O , ~ Fe _ { 3 } O_ { 4 } , ~ Fe _ { 2 } O_ { 3 } ? 
 A. Tính_lưỡng tính . 
 B. Tính oxi_hóa và tính khử . 
 C. Tính khử . 
 D. Tính oxi hoá .", ,"Để nhận_biết ion Fe ^ { 2 + } và ion Fe ^ { 3 + } trong dung_dịch ta dùng chất nào sau đây ? 
 A. Dung_dịch axit . 
 B. Dung_dịch kiềm . 
 C. Muối sunfat . 
 D. Muối sunfua ."
"Cho dòng khí $ \ mathrm { CO } $ qua hỗn_hợp 2 oxit $ \ mathrm { CuO } $ và $ \ mathrm { Fe } _3 \ mathrm { O } _4 $ nung nóng thu được 29,6 g hỗn_hợp 2 kim_loại trong đó sắt nhiều hơn đồng là $ 4 \ mathrm { ~ g } $ . 
 Tính thể_tích khí $ \ mathrm { CO } $ cần dùng ( đktc ) . 
","Cho dòng khí CO dư qua hỗn_hợp 2 oxit CuO và Fe3O4 nung nóng thu được 29,6 gam hỗn_hợp hai kim_loại trong đó có sắt nhiều hơn đồng là 4 gam . 
 ( a ) Viết phương_trình_hóa học xảy ra . 
 ( b ) Tính khối_lượng sắt và đồng thu được . 
 ( c ) Tính thể_tích khí CO ( đktc ) đã tham_gia phản_ứng . 
","
"
"Có 3 tế_bào sinh tinh của một cá_thể có kiểu gen AaBbddEe tiến_hành giảm phân bình_thường hình_thành tinh_trùng . Số loại tinh_trùng tối_đa có_thể tạo ra là 
 A. 6 . 
 B. 8 . 
 C. 2 . 
 D. 4 .",Hãy mô_tả quy_trình giảm phân bình_thường của tế_bào sinh tinh của một cá_thể có kiểu gen AaBbddEe và cho biết số loại tinh_trùng tối_đa có_thể tạo ra là bao_nhiêu ?, 
"Một đoạn mạch X gồm các phần_tử R , L , C mắc nối_tiếp . Mắc nối_tiếp đoạn mạch X với đoạn mạch Y_gồm điện_trở_thuần R0 = 30 Ω và cuộn thuần cảm có độ tự_cảm L0 = 0,4 / / π H. Mắc vào hai đầu đoạn mạch chứa X và Y một điện_áp xoay chiều u = U0cosωt thì đồ_thị điện_áp tức_thời của đoạn mạch X và đoạn mạch Y_như trên hình_vẽ . Nếu mắc cả đoạn mạch X và Y với đoạn mạch T_gồm điện_trở_thuần R11 = 80 Ω và tụ_điện có điện_dung C1 = 10 - 4π F rồi mắc vào điện_áp xoay chiều như trên thì công_suất tiêu_thụ của đoạn mạch xấp_xỉ là 
 A. 125 W 
 B. 37,5 W 
 C. 50 W 
 D. 75 W","Một đoạn mạch X gồm các phần_tử R , L , C mắc nối_tiếp . Mắc nối_tiếp đoạn mạch X với đoạn mạch Y_gồm điện_trở_thuần R0 = 50 Ω và cuộn thuần cảm có độ tự_cảm L0 = 0,6 / / π H. Mắc vào hai đầu đoạn mạch chứa X và Y một điện_áp xoay chiều u = U0cosωt thì đồ_thị điện_áp tức_thời của đoạn mạch X và đoạn mạch Y_như trên hình_vẽ . Nếu mắc cả đoạn mạch X và Y với đoạn mạch T_gồm điện_trở_thuần R11 = 90 Ω và tụ_điện có điện_dung C1 = 10 - 3π F rồi mắc vào điện_áp xoay chiều như trên thì công_suất tiêu_thụ của đoạn mạch xấp_xỉ là 
 A. 150 W 
 B. 45 W 
 C. 60 W 
 D. 90 W", 
"Tại_sao các phòng ghi_âm người_ta thường làm tường xù_xì kèm theo treo rèm nhung dày ? 
 A. Để không bị chói mắt 
 B. Để cho đẹp 
 C. Để nhiệt_độ trong phòng ổn_định 
 D. Các câu trên đều sai","Tại_sao các phòng ghi_âm người_ta thường làm tường kiên_cố kèm theo treo rèm nhung dày ? 
 A. Để không bị ánh_sáng_tác_động 
 B. Để cho âm_thanh trong phòng không bị phản_xạ 
 C. Để giảm tiếng ồn từ bên ngoài xâm_nhập vào phòng 
 D. Các câu trên đều đúng", 
"Người_ta làm một cái hộp dạng hình_hộp chữ nhật bằng bìa biết rằng cái hộp đó có chiều dài 4dm , chiều rộng 4dm và chiều cao 5dm . Hỏi có_thể xếp được bao_nhiêu hình lập_phương 1dm khối để đầy cái hộp đó","Người_ta làm một cái hộp dạng hình chữ_nhật bằng bìa có chiều dài 6dm , chiều rộng 4dm và chiều cao 7dm . Hỏi có_thể xếp được bao_nhiêu hình lập_phương 2dm khối để đầy cái hộp đó ? 
 A. 16 
 B. 12 
 C. 14 
 D. 18", 
"Một người quan_sát trên mặt_biển thấy khoảng_cách giữa 10 ngọn sóng liên_tiếp bằng 45 m và có 4 ngọn sóng truyền qua trước_mắt trong 12 s . Tốc_độ truyền sóng trên mặt_biển là 
 A. 1,125 m / s . 
 B. 2 m / s 
 C. 1,67 m / s 
 D. 1,25 m / s","Một người quan_sát trên mặt_biển thấy khoảng_cách giữa 5 ngọn sóng liên_tiếp bằng 12 m và có 9 ngọn sóng truyền qua trước_mắt trong 5 ( s ) . Tốc_độ truyền sóng trên mặt_biển là 
 A. v = 4,5 m / s . 
 B. v = 5 m / s . 
 C. v = 5,3 m / s . 
 D. v = 4,8 m / s .","Một người ngồi ở bờ biển trông thấy có 10 ngọn sóng qua_mặt trong 36 giây , khoảng_cách giữa hai ngọn sóng là 10m . Tính tần_số sóng biển và vận_tốc truyền sóng biển . 
"
"Rút_gọn biểu_thức P = \ frac { 2 \ sqrt { 6 } + \ sqrt { 3 } + 4 \ sqrt { 2 } + 3 } { \ sqrt { 11 + 2 \ left ( { \ sqrt { 6 } + \ sqrt { 12 } + \ sqrt { 18 } } \ right ) } } ta được . 
 A. P = \ sqrt { 3 } − 1 
 B. P = \ sqrt { 3 } + 1 
 C. 2 \ sqrt { 3 } 
 D. \ sqrt { 3 } + 2","Rút_gọn biểu_thức P = \ frac { 2 \ sqrt { 6 } + \ sqrt { 3 } + 4 \ sqrt { 2 } + 3 } { \ sqrt { 11 + 2 \ left ( { \ sqrt { 6 } + \ sqrt { 12 } + \ sqrt { 18 } } \ right ) } } 
 A. \ sqrt { 3 } + 1 
 B. \ sqrt { 3 } - 1 
 C. 2 \ sqrt { 3 } 
 D. \ sqrt { 3 } + 2", 
"Một vật dao_động điều hòa tắt dần . Cứ sau mỗi chu_kì biên_độ dao_động giảm 2 % . Hỏi sau mỗi chu_kì cơ_năng giảm bao_nhiêu 
 A. 1,00 % . 
 B. 3,96 % . 
 C. 2,00 % . 
 D. 4,00 % .", ,"Một vật dao_động điều hòa tăng dần . Cứ sau mỗi chu_kì biên_độ dao_động tăng 5 % . Hỏi sau mỗi chu_kì cơ_năng tăng bao_nhiêu ? 
 A. 7,50 % . 
 B. 8,20 % . 
 C. 6,00 % . 
 D. 9,00 % ."
"Trong các loại quặng sắt , quặng chứa hàm_lượng % Fe lớn nhất là : 
 A. Hematit_đỏ 
 B. Hematit_nâu 
 C._Manhetit 
 D._Xiđerit","Trong các loại quặng sắt , quặng có hàm_lượng sắt cao nhất là : 
 A. Hematit_đỏ 
 B._Xiđerit 
 C. Hematit_nâu 
 D._Manhetit", 
". Một ấm chứa 2,5 kg nước_đá ở - 100C . Cho biết nhiệt_dung riêng của nước và của nước_đá lần_lượt là 4200 J / kg . K và 2090 J / Kg . K , nhiệt nóng_chảy riêng của nước_đá là 334 J / g , nhiệt_hóa hơi riêng của nước là 2,3.106 J / kg . a ) Tính nhiệt_lượng cần cung_cấp để làm bay_hơi hoàn_toàn lượng nước_đá trên . b ) Giả_sử , chỉ có 80 % khối_lượng nước_đá trên bay_hơi khi đã sôi thì nhiệt_lượng cần cung_cấp để làm bay_hơi lượng nước_đá trên đã tăng hay giảm bao_nhiêu phần_trăm so với câu a ?",". Một ấm chứa 2,5 kg nước_đá ở - 100C . Cho biết nhiệt_dung riêng của nước và của nước_đá lần_lượt là 4200 J / kg . K và 2090 J / Kg . K , nhiệt nóng_chảy riêng của nước_đá là 334 J / g , nhiệt_hóa hơi riêng của nước là 2,3.106 J / kg . a ) Tính nhiệt_lượng cần cung_cấp để làm tan hoàn_toàn lượng nước_đá trên . b ) Giả_sử , chỉ có 80 % khối_lượng nước_đá trên tan khi đã đun sôi thì nhiệt_lượng cần cung_cấp để làm tan lượng nước_đá trên đã tăng hay giảm bao_nhiêu phần_trăm so với câu a ?", 
Có_khi nào cả hai cơ co cùng lúc và dãn cùng lúc ko ? NẾU CÓ TRẢ_LỜI NHIỀU NHA,"Có_khi nào cả hai đường_kính và chu_vi cùng lúc và dãn cùng lúc ko ? NẾU CÓ TRẢ_LỜI NHIỀU NHA 
 
 có khi nào cả hai ảnh mắt cùng lúc và dãn cùng lúc ko ? NẾU CÓ TRẢ_LỜI NHIỀU NHA 
 
 có khi nào cả hai khối_lượng và thể_tích cùng lúc và dãn cùng lúc không ? NẾU CÓ TRẢ_LỜI NHIỀU NHA", 
"Trộn 100ml dung_dịch hỗn_hợp gồm H2SO4 0,05 M và HCl 0,1 M với 100ml dung_dịch hỗn_hợp gồm NaOH 0,2 M và Ba ( OH ) 2 0,1 M thu được dung_dịch X. Tính_pH của dung_dịch X ? 
 A. 8 
 B. 14 
 C. 12 
 D. 13", ,"Trộn 100ml dung_dịch hỗn_hợp gồm HCl 0,05 M và KOH 0,1 M với 100ml dung_dịch hỗn_hợp gồm NaOH 0,2 M và Ba ( OH ) 2 0,1 M thu được dung_dịch Y. Tính pOH của dung_dịch Y ? 
 A. 6 
 B. 4 
 C. 10 
 D. 8"
"Cho các phát_biểu sau : ( a ) Trong không_khí ẩm , bề_mặt của gang bị ăn_mòn điện_hóa . ( b ) Ở điều_kiện thường , tất_cả các kim_loại đều tồn_tại ở trạng_thái rắn . ( c ) Nguyên_tắc điều_chế kim_loại là khử ion kim_loại thành nguyên_tử . ( d ) Bán_kính của nguyên_tử kim_loại luôn lớn hơn bán_kính của nguyên_tử phi_kim . Số phát_biểu đúng là 
 A. 4 . 
 B. 2 . 
 C. 3 . 
 D. 1 .", ,"1 . Cho các phát_biểu sau : ( a ) Trong môi_trường axit , bề_mặt của kim_loại bị ăn_mòn điện_hóa . ( b ) Ở điều_kiện cao nhất , kim_loại có_thể tồn_tại ở trạng_thái hơi . ( c ) Nguyên_tắc điều_chế kim_loại là khử ion phi_kim thành nguyên_tử . ( d ) Bán_kính của nguyên_tử kim_loại nhỏ hơn bán_kính của nguyên_tử phi_kim . Số phát_biểu sai là 
 A. 0 . 
 B. 1 . 
 C. 2 . 
 D. 3 . 
 
 2 . Cho các chất sau : metan , etan , propan , butan , pentan , heksan . Số chất phân_tử trong dãy là chất no là : 
 A. 5 . 
 B. 4 . 
 C. 3 . 
 D. 2 ."
"Ở một loài động_vật có vú , khi cho lai giữa một cá_thể đực có kiểu hình lông hung với một cá_thể cái có kiểu hình lông trắng đều có kiểu gen thuần_chủng , đời F1 thu được toàn_bộ đều lông hung . Cho F2 ngẫu phối thu được F2 có tỉ_lệ phân_li kiểu hình là : 37,5 % con đực lông hung : 18,75 % con_cái lông hung : 12,5 % con đực lông trắng : 31,25 % con_cái lông trắng . Tiếp_tục chọn những con lông hung ở đời F2 cho ngẫu phối thu được F3 . Biết rằng không có đột_biến mới phát_sinh . Về mặt lý_thuyết , có bao_nhiêu phát_biểu sau đây là không đúng về F3 ? 
 A. Tỉ_lệ lông hung thu được là 7 / 9 
 B. Tỉ_lệ con_cái lông hung thuần_chủng là 1 / 18 
 C. tỉ_lệ con đực lông hung là 4 / 9 
 D. Tỉ_lệ con đực lông trắng chỉ mang các alen lặn là 1 / 18", ,"Trả_lời câu hỏi : 
 Loại gen mà đa_số con_cái lông hung trong F3 đều mang là gì ? 
 A. Gen cặt . 
 B. Gen lặn . 
 C. Gen pha_trộn . 
 D. Gen thuần_chủng ."
"Một ống dây dài 50 cm có 2500 vòng dây . Đường_kính của ống bằng 2 cm . Cho một dòng_điện biến_đổi đều theo thời_gian chạy qua ống dây . Sau thời_gian 0,01 s dòng_điện tăng từ 0 đến 1,5 A._Tính suất điện_động tự_cảm trong ống dây . 
","Một ống dây dài 50 cm có 5000 vòng dây , đường_kính ống dây bằng 2 cm . Cho một dòng_điện biến_đổi đều theo thời_gian chạy qua ống dây . Sau thời_gian 0,01 s dòng_điện tăng từ 0 đến 3A . Suất điện_động tự_cảm trong ống dây khi đó có độ lớn là 
","Dòng_điện qua một ống dây không có lõi sắt biến_đổi đều theo thời_gian . Trong thời_gian 0,01 s cường_độ dòng_điện tăng từ 1A đến 2A , suất điện_động tự_cảm trong ống dây có độ lớn bằng 20 V. 
 Tính hệ_số tự_cảm của ống dây . 
"
"Cho dãy các chất : Fe _ { 2 } O_ { 3 } , Fe S , { Fe } ( { OH } ) _ { 2 } , Fe _ { 3 } O_ { 4 } , { Fe C } O_ { 3 } , { Fe } ( { OH } ) _ { 3 } . Số chất trong dãy tác_dụng với H_ { 2 } SO_ { 4 } đặc , nóng , dư không tạo SO_ { 2 } là : 
 A. 4 
 B. 5 
 C. 3 
 D. 2", ,"Cho 36,24 gam hỗn_hợp X gồm Fe , { Fe } _ { 3 } O_ { 4 } , { Fe } \ left ( { NO } _ { 3 } \ right ) _ { 2 } vào dung_dịch chứa 1,2 mol H_Cl và 0,04 mol { HNO } _ { 3 } khuấy đều cho phản_ứng xảy ra hoàn_toàn thu được dung_dịch Y ( không chứa { { NH } _ { 4 } } ^ { + } ) và 0,16 mol hỗn_hợp khí Z gồm { NO } _ { 2 } và NO. Cho dung_dịch { Ag NO } _ { 3 } đến dư vào dung_dịch Y_thấy thoát ra 0,02 mol NO ( sản_phẩm khử duy_nhất của N ^ { + 5 } ) , đồng_thời thu được 174,36 gam kết_tủa . Phần_trăm số mol của Fe có trong hỗn_hợp ban_đầu là 
 A. 6,18 % 
 B. 20,00 % 
 C. 13,04 % 
 D. 18,22 %"
"Hai quả cầu nhỏ có kích_thước giống nhau tích các điện_tích là q1 = 8.10 - 6 C và q2 = - 2.10 - 6 C. Cho hai quả cầu tiếp_xúc với nhau rồi đặt chúng trong không_khí cách nhau thì lực tương_tác giữa chúng có độ lớn là 
 A. 4,5 N 
 B. 18,1 N 
 C. 0,0045 N 
 D. 81.10 - 5N","Hai quả cầu lớn và nhỏ có kích_thước khác nhau tích các điện_tích là q1 = 4.10 - 6 C và q2 = - 1.10 - 6 C. Cho hai quả cầu tiếp_xúc với nhau rồi đặt chúng trong chất dẫn_điện cách nhau thì lực tương_tác giữa chúng có độ lớn là 
 A. 2,25 N 
 B. 9,05 N 
 C. 0,00225 N 
 D. 40,5.10 - 6N", 
"Cho các thí_nghiệm sau : ( 1 ) Cho { NO } _ { 2 } vào dung_dịch Na OH. ( 2 ) Cho H_Cl vào dung_dịch K_ { 2 } { Cr } _ { 2 } O_ { 7 } . ( 3 ) Cho H_Cl vào dung_dịch { Fe } \ left ( { NO } _ { 3 } \ right ) _ { 3 } . ( 4 ) Cho { Ba Cl } _ { 2 } vào dung_dịch K_ { 2 } { Cr O } _ { 4 } . ( 5 ) Cho Cu vào dung_dịch hỗn_hợp { KNO } _ { 3 } và H_Cl . ( 6 ) Đốt Ag ở nhiệt_độ cao ngoài không_khí . Số thí_nghiệm xẩy ra phản_ứng oxi_hóa khử là : 
 A. 3 
 B. 4 
 C. 5 
 D. 2", ,"Cho các cặp dung_dịch sau : ( a ) H_ { 3 } PO_ { 4 } và Ag NO_ { 3 } . ( b ) NH_ { 4 } NO_ { 3 } và Na_ { 2 } SO_ { 4 } và Mg Cl _ { 2 } . ( d ) Ag NO_ { 3 } và Fe \ left ( { NO_ { 3 } } \ right ) _ { 2 } . \ ( e ) Fe \ left ( { NO_ { 3 } } \ right ) _ { 2 } và H_Cl . Số cặp dung_dịch khi trộn với nhau có xảy ra phản_ứng là 
 A. 3 . 
 B. 4 . 
 C. 5 . 
 D. 6 ."
Tại_sao lại xếp mực bơi nhanh cùng ngành với sên bò chậm_chạp ?,So_sánh sự khác nhau về tốc_độ di_chuyển giữa mực và sên bò và giải_thích tại_sao mực lại bơi nhanh trong khi sên bò chậm_chạp ., 
"Một ô_tô 2 tấn khởi_hành sau 10s đặt 54 km / h , chuyển_động trên đường ngang co hệ_số ma_sát 0,05 . Xác_định lực kéo động_cơ 
","Một ô_tô 2 tấn khởi_hành sau 10s đặt 54 km / h , chuyển_động trên đường ngang co hệ_số ma_sát 0,05 . Xác_định lực kéo động_cơ ? Lất g = 10m / s ^ 2 
 A. 6000N 
 B. 3000N 
 C. 5000N 
 D. 4000N","một xe có khối_lượng 2 tấn , khởi_hành sau 10s đạt vận_tốc 36km / h , chuyển_động trên đường ngang có hệ_số ma_sát 0,05 
 a ) tính lực kéo của động_cơ xe 
 b ) tính công và công_suất trong thời_gian đó 
"
"Tính đường_kính , bán_kính hình_tròn có chu_vi : a ) C = 12,56 cm b ) C = 18,84 dm c ) C = 2,826 m d ) C = 16,328 dm c ) C = 8,792 cm f ) C = 26,376 m", ,"Tính chu_vi , diện_tích hình_tròn có bán_kính : a ) r = 2cm b ) r = 3dm c ) r = 90mm d ) r = 8.164 dm c ) r = 1.4 cm f ) r = 4.2 m"
"Nhân_tố sinh_thái hữu_sinh bao_gồm 
 A. Thực_vật , động_vật và con_người 
 B. Vi_sinh_vật , nấm , tảo , thực_vật , động_vật và con_người 
 C. Những mối quan_hệ giữa các sinh_vật với nhau 
 D. Vi_sinh_vật , thực_vật , động_vật và con_người", ,"Theo quan_niệm hiện_đại , trong thiên_nhiên loài tồn_tại dưới dạng : 
 A. Quần_xã 
 B. Quần_tụ 
 C. Các nòi 
 D. Một hệ_thống quần_thể"
"Trong các nguyên_tố_khoáng nitơ , phôtpho , kali , canxi , magiê , sắt . Các nguyên_tố nào là thành_phần của diệp_lục a , diệp_lục b ? 
 A._Kali , nitơ , magiê . 
 B. Magiê , sắt . 
 C._Nitơ , phôtpho . 
 D._Nitơ , magiê .", ,"Các chất có trong thành_phần của dịch mạch rây là 
 A._Vitamin , sáp , mỡ 
 B. Nước , dầu , mỡ 
 C._Saccarozo , axit amin , vitamin , hoocmom thực_vật , một_số ion sử_dụng lại 
 D. Nước , ion_khoáng , vitamin"
"Diện_tích của một hình chữ_nhật có chiều dài 12cm , chiều rộng 8cm là : 
 A. $ 20 \ mathrm { ~ cm } ^ 2 $ 
 B. $ 40 \ mathrm { ~ cm } ^ 2 $ 
 C. $ 48 \ mathrm { ~ cm } ^ 2 $ 
 D. $ 96 \ mathrm { ~ cm } ^ 2 $","Diện_tích của hình chữ_nhật có chiều dài 30cm và chiều rộng 17cm là : 
 A. $ 510 \ mathrm { ~ cm } ^ 2 $ 
 B. $ 51 \ mathrm { ~ cm } ^ 2 $ 
 C. $ 51 \ mathrm { ~ dm } ^ 2 $ 
 D. $ 510 \ mathrm { ~ dm } ^ 2 $","Một hình chữ_nhật có chiều dài 36cm , chiều rộng bằng $ $ \ frac { 1 } { 4 } $ $ chiều dài . Diện_tích của hình chữ_nhật là : 
 A. $ 90 \ mathrm { ~ cm } ^ 2 $ 
 B. $ 162 \ mathrm { ~ cm } ^ 2 $ 
 C. $ 324 \ mathrm { ~ cm } ^ 2 $ 
 D. 162cm"
"Để thu được năng_suất cá tối_đa trên một đơn_vị diện_tích mặt_nước trong ao nuôi cá , người_ta đề_xuất sử_dụng một_số biện_pháp sau đây : I. Nuôi nhiều loài cá sống ở các tầng nước khác nhau . II. Nuôi một loài cá thích_hợp với mật_độ cao và cho dư_thừa thức_ăn . III. Nuôi một loài cá với mật_độ càng thấp càng tốt để giảm bớt cạnh_tranh , tạo điều_kiện cho cá lớn nhanh và sinh_sản mạnh . IV. Nuôi nhiều loài cá thuộc cùng một chuỗi thức_ăn . Hãy cho biết có bao_nhiêu biện_pháp phù_hợp ? 
 A. 1 
 B. 2 
 C. 3 
 D. 4",Liệt_kê các biện_pháp được đề_xuất để thu được năng_suất cá tối_đa trên một đơn_vị diện_tích mặt_nước trong ao nuôi cá ., 
"Giả_sử một chuỗi thức_ăn trong quần xã sinh_vật được mô_tả bằng sơ_đồ sau đây : Thực_vật → Sâu_ăn lá → Nhái → Rắn hổ_mang → Diều_hâu . Trong chuỗi thức_ăn này sinh_vật có bậc dinh_dưỡng cấp 2 là 
 A._Rắn hổ_mang . 
 B. Nhái . 
 C. Diều_hâu . 
 D. Sâu_ăn lá .", ,"Giả_sử một chuỗi thức_ăn trong quần xã sinh_vật được mô_tả bằng sơ_đồ sau đây : Thực_vật → Chó hoang → Hải_đường → Vịt . Trong chuỗi thức_ăn này sinh_vật có bậc dinh_dưỡng cấp 2 là 
 A. Hải_đường . 
 B. Chó hoang . 
 C. Vịt . 
 D. Không có sinh_vật nào có bậc dinh_dưỡng cấp 2 ."
